0 ( 0.786821 , 0.25048 )
1433 ( 0.468066 , 0.0881119 )
1434 ( 0.608119 , 0.467594 )
1435 ( 0.93764 , 0.845989 )
1436 ( 0.0900997 , 0.928457 )
1437 ( 0.453015 , 0.104001 )
1438 ( 0.128509 , 0.855836 )
1439 ( 0.29623 , 0.619364 )
1440 ( 0.3573 , 0.513898 )
1441 ( 0.822518 , 0.420276 )
1442 ( 0.998312 , 0.936939 )
1443 ( 0.66978 , 0.0344313 )
1444 ( 0.292531 , 0.192599 )
1445 ( 0.768058 , 0.684523 )
1446 ( 0.854314 , 0.0881964 )
1447 ( 0.504723 , 0.33857 )
1448 ( 0.380808 , 0.185804 )
1449 ( 0.159051 , 0.116618 )
1450 ( 0.62557 , 0.744052 )
1451 ( 0.40652 , 0.557868 )
1452 ( 0.35805 , 0.857129 )
1453 ( 0.123159 , 0.194848 )
1454 ( 0.929677 , 0.470506 )
1455 ( 0.736109 , 0.384446 )
1456 ( 0.205188 , 0.229644 )
1457 ( 0.461236 , 0.395753 )
1458 ( 0.671387 , 0.677233 )
1459 ( 0.396541 , 0.451296 )
1460 ( 0.282391 , 0.144114 )
1461 ( 0.288337 , 0.898571 )
1462 ( 0.545617 , 0.228349 )
1463 ( 0.81209 , 0.908432 )
1464 ( 0.125668 , 0.601216 )
1465 ( 0.241475 , 0.873487 )
1466 ( 0.340464 , 0.522225 )
1467 ( 0.219186 , 0.304525 )
1468 ( 0.318581 , 0.66582 )
1469 ( 0.62556 , 0.380891 )
1470 ( 0.178851 , 0.670812 )
1471 ( 0.366398 , 0.856115 )
1472 ( 0.949059 , 0.660923 )
1473 ( 0.746307 , 0.335429 )
1474 ( 0.0311836 , 0.213662 )
1475 ( 0.678637 , 0.261225 )
1476 ( 0.160372 , 0.20306 )
1477 ( 0.531147 , 0.842607 )
1478 ( 0.026376 , 0.574249 )
1479 ( 0.345297 , 0.488311 )
1480 ( 0.964161 , 0.80036 )
1481 ( 0.977625 , 0.897562 )
1482 ( 0.132121 , 0.55199 )
1483 ( 0.00409965 , 0.33216 )
1484 ( 0.607957 , 0.673116 )
1485 ( 0.0839241 , 0.579516 )
1486 ( 0.591511 , 0.926536 )
1487 ( 0.712971 , 0.648809 )
1488 ( 0.394729 , 0.915221 )
1489 ( 0.894589 , 0.187267 )
1490 ( 0.320536 , 0.288948 )
1491 ( 0.458179 , 0.33693 )
1492 ( 0.541202 , 0.0831488 )
1493 ( 0.611127 , 0.0481479 )
1494 ( 0.683051 , 0.565713 )
1495 ( 0.267408 , 0.822183 )
1496 ( 0.346773 , 0.770275 )
1497 ( 0.356546 , 0.0649215 )
1498 ( 0.95343 , 0.819984 )
1499 ( 0.00312662 , 0.552573 )
1500 ( 0.160807 , 0.668796 )
1501 ( 0.116363 , 0.965521 )
1502 ( 0.986854 , 0.921771 )
1503 ( 0.715216 , 0.535523 )
1504 ( 0.88656 , 0.656295 )
1505 ( 0.802863 , 0.727943 )
1506 ( 0.66369 , 0.773608 )
1507 ( 0.48508 , 0.260232 )
1508 ( 0.802097 , 0.118491 )
1509 ( 0.744852 , 0.507013 )
1510 ( 0.443691 , 0.433335 )
1511 ( 0.679557 , 0.0578862 )
1512 ( 0.580723 , 0.77784 )
1513 ( 0.131596 , 0.153625 )
1514 ( 0.615649 , 0.825892 )
1515 ( 0.628842 , 0.702203 )
1516 ( 0.870303 , 0.195144 )
1517 ( 0.0832519 , 0.587193 )
1518 ( 0.833205 , 0.279321 )
1519 ( 0.163534 , 0.156848 )
1520 ( 0.471721 , 0.268075 )
1521 ( 0.609757 , 0.797521 )
1522 ( 0.897723 , 0.0693669 )
1523 ( 0.901199 , 0.598775 )
1524 ( 0.105748 , 0.239892 )
1525 ( 0.774306 , 0.211454 )
1526 ( 0.631795 , 0.470142 )
1527 ( 0.0833143 , 0.601839 )
1528 ( 0.240511 , 0.60524 )
1529 ( 0.0264872 , 0.136524 )
1530 ( 0.453299 , 0.803959 )
1531 ( 0.605313 , 0.405764 )
1532 ( 0.79847 , 0.727337 )
1533 ( 0.0927406 , 0.761318 )
1534 ( 0.795504 , 0.0244311 )
1535 ( 0.869953 , 0.276486 )
1536 ( 0.555558 , 0.0456212 )
1537 ( 0.968235 , 0.557241 )
1538 ( 0.334979 , 0.686435 )
1539 ( 0.0901753 , 0.879028 )
1540 ( 0.601232 , 0.452498 )
1541 ( 0.945711 , 0.76357 )
1542 ( 0.957685 , 0.829338 )
1543 ( 0.76066 , 0.113064 )
1544 ( 0.0869628 , 0.594445 )
1545 ( 0.563467 , 0.724373 )
1546 ( 0.660954 , 0.143579 )
1547 ( 0.568938 , 0.973871 )
1548 ( 0.103339 , 0.631868 )
1549 ( 0.906159 , 0.0819063 )
1550 ( 0.150761 , 0.0240678 )
1551 ( 0.0513714 , 0.220619 )
1552 ( 0.370881 , 0.833263 )
1553 ( 0.57847 , 0.88372 )
1554 ( 0.108452 , 0.0110727 )
1555 ( 0.698799 , 0.227251 )
1556 ( 0.42404 , 0.2992 )
1557 ( 0.314155 , 0.904074 )
1558 ( 0.669897 , 0.415611 )
1559 ( 0.242501 , 0.962053 )
1560 ( 0.433595 , 0.514892 )
1561 ( 0.633679 , 0.594329 )
1562 ( 0.269989 , 0.704474 )
1563 ( 0.729258 , 0.520957 )
1564 ( 0.76735 , 0.991424 )
1565 ( 0.983415 , 0.813813 )
1566 ( 0.0231744 , 0.2924 )
1567 ( 0.00518605 , 0.140521 )
1568 ( 0.678498 , 0.574749 )
1569 ( 0.937282 , 0.956411 )
1570 ( 0.709729 , 0.146821 )
1571 ( 0.691326 , 0.954482 )
1572 ( 0.689156 , 0.554301 )
1573 ( 0.157979 , 0.3724 )
1574 ( 0.212703 , 0.950129 )
1575 ( 0.73824 , 0.672695 )
1576 ( 0.414136 , 0.59468 )
1577 ( 0.356935 , 0.566097 )
1578 ( 0.424727 , 0.206936 )
1579 ( 0.51835 , 0.448423 )
1580 ( 0.717038 , 0.793313 )
1581 ( 0.773315 , 0.627759 )
1582 ( 0.182172 , 0.379419 )
1583 ( 0.525957 , 0.399154 )
1584 ( 0.94016 , 0.769543 )
1585 ( 0.0569788 , 0.922901 )
1586 ( 0.861569 , 0.0676436 )
1587 ( 0.946546 , 0.0623779 )
1588 ( 0.757184 , 0.860799 )
1589 ( 0.257504 , 0.758819 )
1590 ( 0.989115 , 0.584929 )
1591 ( 0.468399 , 0.322288 )
1592 ( 0.89754 , 0.367767 )
1593 ( 0.8702 , 0.305126 )
1594 ( 0.338338 , 0.956 )
1595 ( 0.96011 , 0.21236 )
1596 ( 0.628899 , 0.304044 )
1597 ( 0.262908 , 0.41435 )
1598 ( 0.828771 , 0.0949637 )
1599 ( 0.631289 , 0.791318 )
1600 ( 0.265705 , 0.753624 )
1601 ( 0.0923834 , 0.237141 )
1602 ( 0.0638679 , 0.942508 )
1603 ( 0.503178 , 0.418232 )
1604 ( 0.63453 , 0.517401 )
1605 ( 0.975721 , 0.788423 )
1606 ( 0.777575 , 0.754088 )
1607 ( 0.213779 , 0.439631 )
1608 ( 0.000205405 , 0.364003 )
1609 ( 0.895844 , 0.581706 )
1610 ( 0.870792 , 0.770868 )
1611 ( 0.220172 , 0.804474 )
1612 ( 0.337141 , 0.75928 )
1613 ( 0.455272 , 0.230508 )
1614 ( 0.989019 , 0.978166 )
1615 ( 0.461295 , 0.514321 )
1616 ( 0.68293 , 0.0522041 )
1617 ( 0.961454 , 0.54434 )
1618 ( 0.737612 , 0.710232 )
1619 ( 0.204782 , 0.382386 )
1620 ( 0.744355 , 0.376194 )
1621 ( 0.430579 , 0.963351 )
1622 ( 0.091283 , 0.195618 )
1623 ( 0.180865 , 0.393867 )
1624 ( 0.284107 , 0.88855 )
1625 ( 0.891537 , 0.072642 )
1626 ( 0.300817 , 0.74552 )
1627 ( 0.0251065 , 0.0721688 )
1628 ( 0.342966 , 0.657109 )
1629 ( 0.953888 , 0.526425 )
1630 ( 0.322342 , 0.615012 )
1631 ( 0.886727 , 0.592756 )
1632 ( 0.938247 , 0.547454 )
1633 ( 0.91043 , 0.144692 )
1634 ( 0.0113078 , 0.582161 )
1635 ( 0.499337 , 0.522687 )
1636 ( 0.346238 , 0.096456 )
1637 ( 0.0322677 , 0.171674 )
1638 ( 0.357442 , 0.357157 )
1639 ( 0.287429 , 0.888881 )
1640 ( 0.429319 , 0.897848 )
1641 ( 0.656562 , 0.243864 )
1642 ( 0.541008 , 0.155444 )
1643 ( 0.0260738 , 0.390225 )
1644 ( 0.0338336 , 0.521671 )
1645 ( 0.444131 , 0.74678 )
1646 ( 0.18423 , 0.872058 )
1647 ( 0.560275 , 0.371528 )
1648 ( 0.162756 , 0.724935 )
1649 ( 0.287536 , 0.590374 )
1650 ( 0.257569 , 0.887679 )
1651 ( 0.519911 , 0.598817 )
1652 ( 0.160062 , 0.635866 )
1653 ( 0.217218 , 0.959445 )
1654 ( 0.895106 , 0.873434 )
1655 ( 0.517925 , 0.756717 )
1656 ( 0.235973 , 0.264675 )
1657 ( 0.121033 , 0.510526 )
1658 ( 0.198245 , 0.558615 )
1659 ( 0.562804 , 0.575139 )
1660 ( 0.899688 , 0.303545 )
1661 ( 0.935628 , 0.7404 )
1662 ( 0.8164 , 0.488857 )
1663 ( 0.455119 , 0.847307 )
1664 ( 0.282973 , 0.207212 )
1665 ( 0.502972 , 0.0388466 )
1666 ( 0.601007 , 0.475661 )
1667 ( 0.102518 , 0.736809 )
1668 ( 0.255997 , 0.151125 )
1669 ( 0.0183677 , 0.446369 )
1670 ( 0.848436 , 0.436939 )
1671 ( 0.377934 , 0.301256 )
1672 ( 0.0276068 , 0.0998687 )
1673 ( 0.55544 , 0.520145 )
1674 ( 0.602067 , 0.862851 )
1675 ( 0.500876 , 0.421505 )
1676 ( 0.914861 , 0.903734 )
1677 ( 0.126801 , 0.0500551 )
1678 ( 0.942437 , 0.0879791 )
1679 ( 0.823463 , 0.709728 )
1680 ( 0.367448 , 0.537818 )
1681 ( 0.864425 , 0.833027 )
1682 ( 0.392604 , 0.668453 )
1683 ( 0.763088 , 0.56517 )
1684 ( 0.0577734 , 0.410551 )
1685 ( 0.650856 , 0.546113 )
1686 ( 0.0609323 , 0.0550264 )
1687 ( 0.620371 , 0.311352 )
1688 ( 0.0728637 , 0.598692 )
1689 ( 0.530076 , 0.159817 )
1690 ( 0.506969 , 0.364872 )
1691 ( 0.0071519 , 0.767779 )
1692 ( 0.184041 , 0.23125 )
1693 ( 0.0638878 , 0.618786 )
1694 ( 0.82042 , 0.741674 )
1695 ( 0.446631 , 0.648623 )
1696 ( 0.8102 , 0.074706 )
1697 ( 0.313341 , 0.0115751 )
1698 ( 0.254923 , 0.758717 )
1699 ( 0.645486 , 0.896411 )
1700 ( 0.766942 , 0.880976 )
1701 ( 0.495548 , 0.662761 )
1702 ( 0.92617 , 0.606537 )
1703 ( 0.0216615 , 0.728519 )
1704 ( 0.60859 , 0.340148 )
1705 ( 0.843337 , 0.0509942 )
1706 ( 0.822523 , 0.439359 )
1707 ( 0.925264 , 0.902707 )
1708 ( 0.430893 , 0.809759 )
1709 ( 0.131405 , 0.825549 )
1710 ( 0.641367 , 0.101594 )
1711 ( 0.834118 , 0.331502 )
1712 ( 0.965634 , 0.584876 )
1713 ( 0.516854 , 0.862704 )
1714 ( 0.670411 , 0.461029 )
1715 ( 0.11632 , 0.297457 )
1716 ( 0.517041 , 0.215279 )
1717 ( 0.466046 , 0.297005 )
1718 ( 0.676342 , 0.293818 )
1719 ( 0.693892 , 0.232465 )
1720 ( 0.168046 , 0.923473 )
1721 ( 0.882661 , 0.251499 )
1722 ( 0.208899 , 0.551853 )
1723 ( 0.975404 , 0.243837 )
1724 ( 0.751026 , 0.954021 )
1725 ( 0.60243 , 0.742873 )
1726 ( 0.0647835 , 0.172211 )
1727 ( 0.830015 , 0.3057 )
1728 ( 0.278645 , 0.292848 )
1729 ( 0.717962 , 0.112569 )
1730 ( 0.0104646 , 0.217494 )
1731 ( 0.144518 , 0.470164 )
1732 ( 0.395132 , 0.977041 )
1733 ( 0.166028 , 0.866522 )
1734 ( 0.455076 , 0.783322 )
1735 ( 0.697909 , 0.43811 )
1736 ( 0.255203 , 0.770007 )
1737 ( 0.442738 , 0.541942 )
1738 ( 0.145881 , 0.329357 )
1739 ( 0.654476 , 0.149755 )
1740 ( 0.386323 , 0.44786 )
1741 ( 0.010241 , 0.588899 )
1742 ( 0.874089 , 0.959454 )
1743 ( 0.701704 , 0.70807 )
1744 ( 0.347939 , 0.8718 )
1745 ( 0.272486 , 0.345812 )
1746 ( 0.719163 , 0.648023 )
1747 ( 0.699095 , 0.787303 )
1748 ( 0.903098 , 0.819389 )
1749 ( 0.369725 , 0.700419 )
1750 ( 0.580074 , 0.480213 )
1751 ( 0.439543 , 0.0247363 )
1752 ( 0.312459 , 0.576727 )
1753 ( 0.359582 , 0.56213 )
1754 ( 0.873817 , 0.0404787 )
1755 ( 0.305375 , 0.436506 )
1756 ( 0.393126 , 0.289592 )
1757 ( 0.638262 , 0.108237 )
1758 ( 0.261488 , 0.754766 )
1759 ( 0.0112226 , 0.503583 )
1760 ( 0.895796 , 0.0557847 )
1761 ( 0.662753 , 0.166302 )
1762 ( 0.213756 , 0.425196 )
1763 ( 0.238282 , 0.0261654 )
1764 ( 0.0476506 , 0.071889 )
1765 ( 0.773658 , 0.630584 )
1766 ( 0.415548 , 0.457104 )
1767 ( 0.324202 , 0.186213 )
1768 ( 0.745911 , 0.699575 )
1769 ( 0.843219 , 0.798649 )
1770 ( 0.653715 , 0.00831437 )
1771 ( 0.50319 , 0.49831 )
1772 ( 0.321615 , 0.0925487 )
1773 ( 0.507636 , 0.668456 )
1774 ( 0.612983 , 0.806586 )
1775 ( 0.723682 , 0.884703 )
1776 ( 0.216633 , 0.93154 )
1777 ( 0.561939 , 0.867387 )
1778 ( 0.308203 , 0.825947 )
1779 ( 0.635688 , 0.238762 )
1780 ( 0.242857 , 0.784611 )
1781 ( 0.858872 , 0.20172 )
1782 ( 0.292762 , 0.757023 )
1783 ( 0.792476 , 0.654751 )
1784 ( 0.877159 , 0.396739 )
1785 ( 0.139656 , 0.689769 )
1786 ( 0.0742632 , 0.178224 )
1787 ( 0.838769 , 0.0840191 )
1788 ( 0.812085 , 0.246282 )
1789 ( 0.755147 , 0.382036 )
1790 ( 0.252738 , 0.827502 )
1791 ( 0.299242 , 0.100554 )
1792 ( 0.0888427 , 0.0933549 )
1793 ( 0.510032 , 0.238162 )
1794 ( 0.226865 , 0.9563 )
1795 ( 0.485006 , 0.260894 )
1796 ( 0.73659 , 0.211781 )
1797 ( 0.714184 , 0.610996 )
1798 ( 0.70329 , 0.219666 )
1799 ( 0.329549 , 0.387649 )
1800 ( 0.349784 , 0.360149 )
1801 ( 0.499767 , 0.433622 )
1802 ( 0.61757 , 0.64082 )
1803 ( 0.318433 , 0.875603 )
1804 ( 0.326255 , 0.011932 )
1805 ( 0.377335 , 0.243269 )
1806 ( 0.0498275 , 0.830244 )
1807 ( 0.00566343 , 0.882027 )
1808 ( 0.241415 , 0.96793 )
1809 ( 0.266378 , 0.885153 )
1810 ( 0.652 , 0.451825 )
1811 ( 0.509796 , 0.301797 )
1812 ( 0.578138 , 0.224437 )
1813 ( 0.255216 , 0.33476 )
1814 ( 0.0913687 , 0.0156569 )
1815 ( 0.999788 , 0.0787694 )
1816 ( 0.874064 , 0.656273 )
1817 ( 0.393495 , 0.433218 )
1818 ( 0.982525 , 0.697439 )
1819 ( 0.845978 , 0.669915 )
1820 ( 0.767691 , 0.672251 )
1821 ( 0.430141 , 0.147847 )
1822 ( 0.554814 , 0.600404 )
1823 ( 0.142351 , 0.572507 )
1824 ( 0.296645 , 0.503609 )
1825 ( 0.00658498 , 0.971917 )
1826 ( 0.939847 , 0.394734 )
1827 ( 0.0523348 , 0.401664 )
1828 ( 0.702571 , 0.453924 )
1829 ( 0.0665228 , 0.828379 )
1830 ( 0.517335 , 0.694333 )
1831 ( 0.558707 , 0.25475 )
1832 ( 0.905355 , 0.476393 )
1833 ( 0.170604 , 0.820296 )
1834 ( 0.755385 , 0.41307 )
1835 ( 0.979115 , 0.323508 )
1836 ( 0.730481 , 0.98591 )
1837 ( 0.54219 , 0.956453 )
1838 ( 0.643565 , 0.372074 )
1839 ( 0.125102 , 0.673975 )
1840 ( 0.689995 , 0.934083 )
1841 ( 0.582875 , 0.856419 )
1842 ( 0.180837 , 0.794612 )
1843 ( 0.752105 , 0.831284 )
1844 ( 0.91793 , 0.858426 )
1845 ( 0.732236 , 0.962817 )
1846 ( 0.452535 , 0.185124 )
1847 ( 0.543079 , 0.826055 )
1848 ( 0.231139 , 0.213565 )
1849 ( 0.200624 , 0.750664 )
1850 ( 0.97977 , 0.939753 )
1851 ( 0.808906 , 0.0996107 )
1852 ( 0.440876 , 0.735672 )
1853 ( 0.825388 , 0.502709 )
1854 ( 0.574825 , 0.646913 )
1855 ( 0.0391144 , 0.265645 )
1856 ( 0.989751 , 0.147859 )
1857 ( 0.230849 , 0.0565097 )
1858 ( 0.455111 , 0.948106 )
1859 ( 0.440439 , 0.385 )
1860 ( 0.22363 , 0.767301 )
1861 ( 0.598345 , 0.131369 )
1862 ( 0.484079 , 0.854189 )
1863 ( 0.889449 , 0.195644 )
1864 ( 0.884228 , 0.115673 )
1865 ( 0.363854 , 0.367327 )
1866 ( 0.492956 , 0.474451 )
1867 ( 0.36002 , 0.598284 )
1868 ( 0.548741 , 0.804912 )
1869 ( 0.927456 , 0.0814587 )
1870 ( 0.808816 , 0.27555 )
1871 ( 0.592062 , 0.492464 )
1872 ( 0.488448 , 0.237264 )
1873 ( 0.731538 , 0.235319 )
1874 ( 0.472734 , 0.935166 )
1875 ( 0.0204421 , 0.189775 )
1876 ( 0.763623 , 0.657754 )
1877 ( 0.67232 , 0.248186 )
1878 ( 0.844813 , 0.830827 )
1879 ( 0.621888 , 0.0646997 )
1880 ( 0.733738 , 0.0408985 )
1881 ( 0.911225 , 0.0988937 )
1882 ( 0.979851 , 0.0812396 )
1883 ( 0.604689 , 0.868345 )
1884 ( 0.678666 , 0.405991 )
1885 ( 0.852398 , 0.878146 )
1886 ( 0.72291 , 0.727308 )
1887 ( 0.384096 , 0.555547 )
1888 ( 0.0203942 , 0.433065 )
1889 ( 0.0567457 , 0.527495 )
1890 ( 0.87569 , 0.163551 )
1891 ( 0.718786 , 0.895015 )
1892 ( 0.956692 , 0.159121 )
1893 ( 0.1291 , 0.841977 )
1894 ( 0.457428 , 0.202992 )
1895 ( 0.556391 , 0.405394 )
1896 ( 0.456235 , 0.189483 )
1897 ( 0.120164 , 0.794037 )
1898 ( 0.257866 , 0.546825 )
1899 ( 0.224325 , 0.222027 )
1900 ( 0.137822 , 0.430313 )
1901 ( 0.886034 , 0.169249 )
1902 ( 0.0432418 , 0.370688 )
1903 ( 0.871873 , 0.165798 )
1904 ( 0.83964 , 0.600597 )
1905 ( 0.470781 , 0.410692 )
1906 ( 0.95492 , 0.152812 )
1907 ( 0.729322 , 0.0262891 )
1908 ( 0.448094 , 0.655521 )
1909 ( 0.0895155 , 0.526259 )
1910 ( 0.0809385 , 0.138419 )
1911 ( 0.244992 , 0.523208 )
1912 ( 0.961698 , 0.117099 )
1913 ( 0.683573 , 0.367632 )
1914 ( 0.828901 , 0.157172 )
1915 ( 0.228434 , 0.327871 )
1916 ( 0.961816 , 0.0220523 )
1917 ( 0.0684382 , 0.425989 )
1918 ( 0.675796 , 0.346962 )
1919 ( 0.428019 , 0.807177 )
1920 ( 0.386523 , 0.513779 )
1921 ( 0.227965 , 0.384156 )
1922 ( 0.791677 , 0.547684 )
1923 ( 0.57013 , 0.297156 )
1924 ( 0.394391 , 0.121879 )
1925 ( 0.524124 , 0.103115 )
1926 ( 0.355975 , 0.110677 )
1927 ( 0.306025 , 0.653099 )
1928 ( 0.161772 , 0.541941 )
1929 ( 0.582561 , 0.00898776 )
1930 ( 0.618512 , 0.795516 )
1931 ( 0.518232 , 0.622697 )
1932 ( 0.876162 , 0.579467 )
1933 ( 0.234678 , 0.726471 )
1934 ( 0.845743 , 0.329756 )
1935 ( 0.778009 , 0.834493 )
1936 ( 0.0410517 , 0.813002 )
1937 ( 0.299881 , 0.98926 )
1938 ( 0.996093 , 0.391875 )
1939 ( 0.557569 , 0.158534 )
1940 ( 0.406972 , 0.721178 )
1941 ( 0.948883 , 0.70734 )
1942 ( 0.242495 , 0.334505 )
1943 ( 0.994628 , 0.00595283 )
1944 ( 0.629727 , 0.323226 )
1945 ( 0.78311 , 0.287101 )
1946 ( 0.422332 , 0.737693 )
1947 ( 0.77537 , 0.60046 )
1948 ( 0.455244 , 0.278619 )
1949 ( 0.0245252 , 0.168894 )
1950 ( 0.452619 , 0.298172 )
1951 ( 0.919494 , 0.870928 )
1952 ( 0.425077 , 0.392302 )
1953 ( 0.323659 , 0.910324 )
1954 ( 0.934408 , 0.76688 )
1955 ( 0.669013 , 0.644538 )
1956 ( 0.74924 , 0.0301917 )
1957 ( 0.111754 , 0.748558 )
1958 ( 0.959256 , 0.386614 )
1959 ( 0.0345767 , 0.64721 )
1960 ( 0.145637 , 0.657063 )
1961 ( 0.934828 , 0.372087 )
1962 ( 0.322382 , 0.224339 )
1963 ( 0.605501 , 0.309647 )
1964 ( 0.200819 , 0.410466 )
1965 ( 0.849837 , 0.5326 )
1966 ( 0.531512 , 0.309786 )
1967 ( 0.34694 , 0.0870292 )
1968 ( 0.426532 , 0.452097 )
1969 ( 0.282603 , 0.507539 )
1970 ( 0.467993 , 0.306151 )
1971 ( 0.996888 , 0.275573 )
1972 ( 0.842208 , 0.483282 )
1973 ( 0.694823 , 0.536733 )
1974 ( 0.782432 , 0.610136 )
1975 ( 0.335013 , 0.691817 )
1976 ( 0.776019 , 0.351217 )
1977 ( 0.124661 , 0.0904135 )
1978 ( 0.550837 , 0.176884 )
1979 ( 0.130656 , 0.749381 )
1980 ( 0.170091 , 0.0106292 )
1981 ( 0.229628 , 0.87281 )
1982 ( 0.608768 , 0.77297 )
1983 ( 0.719977 , 0.384681 )
1984 ( 0.0719626 , 0.209007 )
1985 ( 0.886804 , 0.203952 )
1986 ( 0.427181 , 0.59508 )
1987 ( 0.833347 , 0.376186 )
1988 ( 0.277702 , 0.639672 )
1989 ( 0.966812 , 0.0739901 )
1990 ( 0.257356 , 0.99173 )
1991 ( 0.35377 , 0.144343 )
1992 ( 0.668453 , 0.733706 )
1993 ( 0.0495159 , 0.988078 )
1994 ( 0.274428 , 0.24653 )
1995 ( 0.719752 , 0.646092 )
1996 ( 0.901199 , 0.493778 )
1997 ( 0.197825 , 0.0217535 )
1998 ( 0.337296 , 0.588039 )
1999 ( 0.994315 , 0.319647 )
2000 ( 0.786821 , 0.25048 )
2001 ( 0.710671 , 0.946668 )
2002 ( 0.0192711 , 0.404902 )
2003 ( 0.251318 , 0.0227124 )
2004 ( 0.520643 , 0.34467 )
2005 ( 0.274196 , 0.561032 )
2006 ( 0.140039 , 0.543856 )
2007 ( 0.521916 , 0.857077 )
2008 ( 0.499774 , 0.41937 )
2009 ( 0.744281 , 0.249168 )
2010 ( 0.239277 , 0.320065 )
2011 ( 0.910501 , 0.164833 )
2012 ( 0.245533 , 0.19832 )
2013 ( 0.715893 , 0.967825 )
2014 ( 0.769432 , 0.0807073 )
2015 ( 0.459925 , 0.257262 )
2016 ( 0.777046 , 0.583883 )
2017 ( 0.9503 , 0.4381 )
2018 ( 0.322289 , 0.532405 )
2019 ( 0.256359 , 0.0455399 )
2020 ( 0.504976 , 0.696239 )
2021 ( 0.0912189 , 0.90712 )
2022 ( 0.0309147 , 0.152036 )
2023 ( 0.98152 , 0.620412 )
2024 ( 0.298767 , 0.361325 )
2025 ( 0.480969 , 0.297847 )
2026 ( 0.285187 , 0.924194 )
2027 ( 0.628902 , 0.755031 )
2028 ( 0.713892 , 0.722758 )
2029 ( 0.069837 , 0.486835 )
2030 ( 0.0888609 , 0.759622 )
2031 ( 0.423817 , 0.596983 )
2032 ( 0.0864162 , 0.272961 )
2033 ( 0.623808 , 0.222135 )
2034 ( 0.225448 , 0.43414 )
2035 ( 0.987307 , 0.21099 )
2036 ( 0.853215 , 0.284114 )
2037 ( 0.836365 , 0.366719 )
2038 ( 0.935147 , 0.859905 )
2039 ( 0.490911 , 0.0220786 )
2040 ( 0.362117 , 0.736445 )
2041 ( 0.519371 , 0.422952 )
2042 ( 0.0290329 , 0.909242 )
2043 ( 0.11218 , 0.980166 )
2044 ( 0.687829 , 0.487331 )
2045 ( 0.735908 , 0.588669 )
2046 ( 0.528452 , 0.455645 )
2047 ( 0.828303 , 0.870392 )
2048 ( 0.49149 , 0.96953 )
2049 ( 0.888796 , 0.138265 )
2050 ( 0.436551 , 0.343911 )
2051 ( 0.118927 , 0.548245 )
2052 ( 0.759026 , 0.0324015 )
2053 ( 0.101607 , 0.586928 )
2054 ( 0.695038 , 0.791824 )
2055 ( 0.849987 , 0.875281 )
2056 ( 0.605491 , 0.953564 )
2057 ( 0.990865 , 0.867071 )
2058 ( 0.644111 , 0.604654 )
2059 ( 0.912689 , 0.466998 )
2060 ( 0.0791418 , 0.904333 )
2061 ( 0.827346 , 0.147311 )
2062 ( 0.80717 , 0.66887 )
2063 ( 0.138648 , 0.672333 )
2064 ( 0.832426 , 0.956864 )
2065 ( 0.629748 , 0.355726 )
2066 ( 0.323224 , 0.0633181 )
2067 ( 0.28054 , 0.256984 )
2068 ( 0.0875155 , 0.0736188 )
2069 ( 0.100668 , 0.13069 )
2070 ( 0.627886 , 0.311976 )
2071 ( 0.951291 , 0.972835 )
2072 ( 0.201725 , 0.72612 )
2073 ( 0.676285 , 0.567179 )
2074 ( 0.718358 , 0.210137 )
2075 ( 0.746571 , 0.748943 )
2076 ( 0.894202 , 0.116882 )
2077 ( 0.654266 , 0.0265524 )
2078 ( 0.285751 , 0.611837 )
2079 ( 0.365701 , 0.281168 )
2080 ( 0.71123 , 0.868726 )
2081 ( 0.122479 , 0.887004 )
2082 ( 0.595384 , 0.795094 )
2083 ( 0.567172 , 0.988584 )
2084 ( 0.96275 , 0.506296 )
2085 ( 0.79339 , 0.719541 )
2086 ( 0.402188 , 0.116003 )
2087 ( 0.831381 , 0.341087 )
2088 ( 0.811923 , 0.236615 )
2089 ( 0.934162 , 0.458105 )
2090 ( 0.85286 , 0.74979 )
2091 ( 0.369665 , 0.644393 )
2092 ( 0.5898 , 0.843262 )
2093 ( 0.00570613 , 0.186586 )
2094 ( 0.297123 , 0.338689 )
2095 ( 0.725961 , 0.994564 )
2096 ( 0.901857 , 0.767029 )
2097 ( 0.128813 , 0.279316 )
2098 ( 0.128372 , 0.888838 )
2099 ( 0.805795 , 0.400797 )
2100 ( 0.527364 , 0.297175 )
2101 ( 0.917667 , 0.812785 )
2102 ( 0.517831 , 0.600164 )
2103 ( 0.833823 , 0.477926 )
2104 ( 0.329163 , 0.59225 )
2105 ( 0.826142 , 0.467029 )
2106 ( 0.266564 , 0.8075 )
2107 ( 0.127923 , 0.367725 )
2108 ( 0.0195539 , 0.124018 )
2109 ( 0.161771 , 0.434842 )
2110 ( 0.691681 , 0.0859536 )
2111 ( 0.987139 , 0.618904 )
2112 ( 0.371176 , 0.236674 )
2113 ( 0.158937 , 0.0368732 )
2114 ( 0.0994404 , 0.683944 )
2115 ( 0.952125 , 0.787105 )
2116 ( 0.235788 , 0.36401 )
2117 ( 0.362999 , 0.934142 )
2118 ( 0.998865 , 0.200986 )
2119 ( 0.552795 , 0.697382 )
2120 ( 0.692114 , 0.0861154 )
2121 ( 0.358345 , 0.286332 )
2122 ( 0.09432 , 0.943607 )
2123 ( 0.472191 , 0.519763 )
2124 ( 0.152076 , 0.387434 )
